Parameters: 1749338
Epoch	Loss(Tr)	Loss(val)	Loss(Ts)	Loss(Tr)std	Loss(val)std	Loss(Ts)std	Loss(0_1)	Loss(0_2)	Loss(0_3)	Loss(0_1)std	Loss(0_2)std	Loss(0_3)std	SNR(Tr_i_t)	SNR(val_i_t)	SNR(Ts_i_t)	SNR(Tr_i_t)std	SNR(val_i_t)std	SNR(Ts_i_t)std	SNR(Tr_i_o)	SNR(val_i_o)	SNR(Ts_i_o)	SNR(Tr_i_o)std	SNR(val_i_o)std	SNR(Ts_i_o)std	Learning_rate	Time
18	0.8465		0.9217		0.9537		0.0950		0.1293		0.0979		0.0817		0.0782		0.0785		0.0079		0.0080		0.0084		17.3311		16.9600		16.5383		1.2285		0.9514		1.1464		11.0462		10.9413		10.8451		0.2219		0.2478		0.2944		0.0100		1064.3584
19	0.8411		0.8457		0.8913		0.1019		0.0878		0.1057		0.0761		0.0733		0.0735		0.0090		0.0087		0.0085		17.2725		17.4826		16.8918		1.2045		0.8788		1.0092		11.1234		11.3007		11.1645		0.2185		0.2160		0.2859		0.0100		1070.0649
20	0.8280		0.8654		0.8607		0.0885		0.1017		0.0905		0.0730		0.0709		0.0713		0.0079		0.0073		0.0072		17.2722		17.2300		16.8322		1.1248		0.8538		1.3094		11.2021		11.3223		11.2594		0.2463		0.2470		0.3002		0.0100		1076.8227
21	0.8774		0.9402		0.9418		0.1405		0.1001		0.1223		0.0800		0.0776		0.0778		0.0103		0.0099		0.0100		17.2667		17.1120		16.5005		1.1513		0.7677		1.2521		11.0689		10.9401		10.7979		0.4221		0.2178		0.3726		0.0100		1079.1467
22	0.8537		0.8545		0.8773		0.1008		0.0974		0.0835		0.0744		0.0726		0.0723		0.0067		0.0070		0.0069		17.3032		17.4037		16.3717		1.2552		1.1646		1.1915		11.2296		11.6719		11.5419		0.2225		0.2814		0.3012		0.0100		1076.7940
23	0.8200		0.8630		0.8719		0.0974		0.0992		0.1076		0.0737		0.0722		0.0721		0.0086		0.0089		0.0091		17.2513		17.5670		16.6228		1.2386		1.1599		1.1844		11.3516		11.5824		11.4777		0.2290		0.2715		0.2881		0.0100		1075.1211
24	0.8154		0.8464		0.8583		0.0907		0.0594		0.0919		0.0738		0.0705		0.0703		0.0081		0.0076		0.0071		17.3288		17.1214		16.5646		1.2768		1.2603		1.4490		11.3991		11.3969		11.3522		0.2182		0.2691		0.3172		0.0100		1064.5641
25	0.8159		0.8235		0.8566		0.0936		0.0719		0.1115		0.0730		0.0708		0.0704		0.0090		0.0091		0.0094		17.2080		17.3137		16.6806		1.2153		1.1298		1.1807		11.4545		11.7164		11.5146		0.2226		0.2447		0.3809		0.0100		1068.3843
26	0.7926		0.8415		0.8676		0.0936		0.1048		0.0952		0.0737		0.0717		0.0715		0.0078		0.0080		0.0078		17.2130		17.4579		16.6825		1.1376		1.2400		1.1405		11.5098		11.5212		11.3846		0.2277		0.2619		0.2613		0.0100		1073.9648
27	0.7919		0.8485		0.8746		0.0932		0.1052		0.1159		0.0740		0.0720		0.0727		0.0095		0.0093		0.0099		17.1662		17.4426		16.5725		1.2979		0.8630		1.1830		11.5610		11.7365		11.7104		0.2316		0.2783		0.3026		0.0100		1068.6125
28	0.7794		0.8154		0.8269		0.0879		0.1005		0.0755		0.0709		0.0681		0.0677		0.0063		0.0063		0.0061		17.2708		17.3197		16.4906		1.1837		0.9119		1.2097		11.6430		11.6959		11.5611		0.2315		0.2622		0.2759		0.0100		1071.1792
29	0.7759		0.8614		0.8500		0.0842		0.1145		0.0916		0.0721		0.0705		0.0700		0.0074		0.0076		0.0076		17.2583		16.9520		16.6279		1.1898		1.1517		0.9975		11.6465		11.2198		11.1764		0.2442		0.2276		0.2428		0.0100		1070.4316
30	0.7764		0.7865		0.8349		0.0914		0.0756		0.0963		0.0707		0.0689		0.0692		0.0082		0.0079		0.0078		17.3140		17.5433		16.5140		1.1592		0.9392		1.0491		11.7108		11.9190		11.8054		0.2405		0.2473		0.3027		0.0100		1075.0781
31	0.7679		0.8182		0.8029		0.0986		0.0972		0.1117		0.0682		0.0665		0.0660		0.0093		0.0093		0.0093		17.3171		17.3893		16.6684		1.1165		1.0664		1.3782		11.7840		12.1677		12.0628		0.2389		0.3293		0.3088		0.0100		1071.3450
32	0.7635		0.8222		0.8216		0.0968		0.0847		0.0832		0.0703		0.0675		0.0676		0.0077		0.0068		0.0068		17.1113		17.5064		16.2227		1.1818		1.1088		0.9823		11.8085		11.6535		11.5097		0.2445		0.3892		0.4572		0.0100		1073.9092
33	0.7612		0.8185		0.8036		0.0881		0.1043		0.0977		0.0690		0.0662		0.0657		0.0095		0.0074		0.0077		17.2603		17.4744		16.9523		1.1683		1.0483		1.4766		11.8970		11.6730		11.6284		0.2086		0.3221		0.3852		0.0100		1069.9905
34	0.7520		0.8289		0.8042		0.0892		0.0882		0.0936		0.0690		0.0661		0.0659		0.0082		0.0077		0.0074		17.4305		17.2687		16.6424		1.2172		1.3877		1.2635		11.9353		11.4986		11.4934		0.2428		0.3110		0.2911		0.0100		1076.8599
35	0.7404		0.8223		0.8119		0.0792		0.0827		0.0875		0.0686		0.0676		0.0667		0.0071		0.0078		0.0070		17.3809		17.4260		16.7387		1.1464		1.0694		0.9962		11.9861		11.6269		11.7347		0.2288		0.3350		0.3446		0.0100		1075.0731
36	0.7454		0.8181		0.8263		0.0940		0.0993		0.1127		0.0708		0.0684		0.0674		0.0097		0.0091		0.0091		17.2501		17.3232		16.3446		1.2111		1.0218		0.8660		12.0097		11.4641		11.3995		0.2120		0.2750		0.3213		0.0100		1081.8846
37	0.7322		0.7836		0.7977		0.0868		0.0815		0.0985		0.0691		0.0656		0.0648		0.0087		0.0081		0.0076		17.3255		17.5147		16.4035		1.1981		1.2338		0.9504		12.0696		11.9803		11.9217		0.2187		0.3615		0.3214		0.0100		1069.3405
38	0.7178		0.7828		0.8219		0.0770		0.0663		0.0881		0.0699		0.0676		0.0680		0.0074		0.0074		0.0072		17.3743		17.5600		16.4694		1.1776		1.1519		1.1983		12.1602		12.1332		12.1013		0.2213		0.2434		0.2487		0.0100		1076.5473
39	0.7341		0.8153		0.8024		0.0825		0.0898		0.0771		0.0690		0.0662		0.0654		0.0075		0.0061		0.0060		17.2941		17.2897		16.5598		1.1440		1.1694		1.3889		12.0690		11.5278		11.5111		0.2392		0.3857		0.3136		0.0100		1074.0852
40	0.7233		0.7964		0.8024		0.0815		0.1021		0.0922		0.0691		0.0663		0.0652		0.0081		0.0077		0.0073		17.2997		17.3897		16.3777		1.2075		1.2567		1.3224		12.1788		11.8688		11.8826		0.2381		0.3793		0.2694		0.0100		1073.1909
41	0.7159		0.7625		0.7649		0.0848		0.1165		0.1119		0.0656		0.0634		0.0622		0.0100		0.0092		0.0086		17.3560		17.5937		16.6546		1.1726		1.2035		1.0355		12.2251		12.2665		12.2671		0.2481		0.3465		0.3637		0.0100		1068.7082
42	0.7136		0.7914		0.7732		0.0895		0.1329		0.0926		0.0673		0.0634		0.0627		0.0085		0.0076		0.0069		17.2843		17.4953		16.7009		1.2624		1.3332		0.8817		12.2237		12.1595		12.1325		0.2564		0.2825		0.3628		0.0100		1070.4308
43	0.7074		0.7725		0.7523		0.0736		0.0944		0.0817		0.0642		0.0626		0.0613		0.0069		0.0070		0.0063		17.3180		17.3960		16.9467		1.1208		1.1009		1.0605		12.2303		12.3362		12.3520		0.2526		0.4086		0.3111		0.0100		1071.0279
44	0.7135		0.8156		0.7907		0.0910		0.1140		0.0872		0.0687		0.0655		0.0635		0.0086		0.0072		0.0061		17.2966		17.7815		16.7195		1.1659		1.1616		1.8175		12.2863		11.5570		11.5090		0.2402		0.2932		0.3607		0.0100		1074.6125
45	0.7213		0.7649		0.7592		0.0901		0.0856		0.0972		0.0655		0.0628		0.0615		0.0082		0.0079		0.0079		17.2600		17.7589		16.2748		1.2147		1.2820		1.3245		12.2513		12.2588		12.1648		0.2880		0.3017		0.2658		0.0100		1072.6797
46	0.7012		0.7807		0.7580		0.0774		0.0867		0.0778		0.0651		0.0622		0.0622		0.0066		0.0066		0.0064		17.3002		17.5839		16.5804		1.1963		1.0776		0.8837		12.3579		12.1176		12.0189		0.2635		0.3295		0.2311		0.0100		1074.0859
47	0.7010		0.7559		0.7107		0.0904		0.1057		0.0842		0.0621		0.0586		0.0570		0.0078		0.0069		0.0063		17.1918		17.6407		16.8013		1.1527		1.6829		1.0127		12.3690		12.4077		12.3976		0.2663		0.3040		0.3315		0.0100		1068.0542
48	0.6996		0.7888		0.7747		0.0881		0.0925		0.0752		0.0671		0.0632		0.0634		0.0072		0.0059		0.0057		17.3064		17.3204		16.8624		1.1387		1.2880		1.1465		12.3926		11.6037		11.6102		0.2370		0.3677		0.4656		0.0100		1067.0534
49	0.6933		0.7770		0.7421		0.0865		0.0965		0.0733		0.0649		0.0607		0.0599		0.0067		0.0063		0.0055		17.4177		17.4548		16.6745		1.2696		1.3872		0.9176		12.4365		12.0580		12.1914		0.2803		0.3431		0.3559		0.0100		1069.7594
50	0.6498		0.7096		0.6926		0.0836		0.0930		0.0782		0.0613		0.0566		0.0553		0.0079		0.0059		0.0057		17.3295		17.2412		16.6180		1.2170		1.0175		1.2132		12.7120		12.8178		12.9465		0.2481		0.3446		0.3329		0.0010		1071.0237
51	0.6361		0.6973		0.6962		0.0781		0.0706		0.0772		0.0616		0.0569		0.0555		0.0072		0.0063		0.0059		17.2045		17.5875		16.5106		1.1946		1.1123		1.0649		12.7683		12.7750		12.6603		0.2309		0.3959		0.3025		0.0010		1071.3302
52	0.6353		0.7206		0.6730		0.0696		0.0816		0.0701		0.0592		0.0551		0.0539		0.0059		0.0058		0.0058		17.3274		17.2536		16.5020		1.1985		1.1200		1.4710		12.7858		12.8289		12.7303		0.2431		0.2794		0.3963		0.0010		1076.9397
53	0.6342		0.6960		0.6898		0.0779		0.0808		0.0814		0.0616		0.0561		0.0547		0.0080		0.0065		0.0062		17.2816		17.5872		16.7075		1.1661		1.0955		1.3707		12.7927		12.7983		12.8466		0.2307		0.4387		0.3637		0.0010		1066.4228
54	0.6259		0.6846		0.6812		0.0706		0.0629		0.0760		0.0606		0.0557		0.0540		0.0076		0.0058		0.0056		17.3748		17.5126		16.4764		1.2787		1.0560		1.4026		12.8088		12.8061		12.7799		0.2285		0.2732		0.3567		0.0010		1068.4569
55	0.6311		0.7125		0.6748		0.0766		0.1049		0.0840		0.0598		0.0552		0.0537		0.0076		0.0068		0.0065		17.3081		17.2781		16.4528		1.1999		0.9280		1.2893		12.8029		12.6786		12.7952		0.2438		0.3159		0.3396		0.0010		1077.5531
56	0.6309		0.6986		0.6629		0.0707		0.0785		0.0783		0.0592		0.0539		0.0526		0.0077		0.0059		0.0060		17.3205		17.3565		16.8527		1.2322		1.1118		1.1335		12.8310		12.8399		12.8500		0.2365		0.3169		0.3717		0.0010		1071.6589
57	0.6303		0.6907		0.6684		0.0761		0.0790		0.0729		0.0600		0.0543		0.0528		0.0074		0.0056		0.0055		17.2097		17.7203		16.5751		1.2453		1.2425		0.8812		12.8157		12.9161		12.9484		0.2316		0.4171		0.3821		0.0010		1077.6086
58	0.6283		0.6939		0.6778		0.0766		0.0754		0.0663		0.0609		0.0550		0.0535		0.0073		0.0049		0.0049		17.1838		17.7712		16.5213		1.2630		1.1101		1.2745		12.7992		12.7618		12.7206		0.2324		0.3337		0.3905		0.0010		1073.4972
59	0.6256		0.7040		0.6814		0.0744		0.0976		0.0702		0.0610		0.0555		0.0539		0.0068		0.0056		0.0052		17.2597		17.4101		16.4625		1.1777		1.1807		1.4294		12.8541		12.8342		12.7807		0.2273		0.3247		0.3447		0.0010		1062.0964
