Parameters: 2669854
Epoch	Loss(Tr)	Loss(Ts)	Loss(val)	Loss(val1)	Loss(val2)	Loss(val3)	Loss(val_f)	Learning_rate	i_t_mean	i_t_std		i_d_mean	i_d_std
36	0.1651		0.3009		0.1876		0.0844		0.0128		0.0081		0.0822		0.0100		18.0269		14.2766		8.6924		3.6973
37	0.1647		0.2934		0.2540		0.1089		0.0183		0.0116		0.1151		0.0100		20.3646		14.0036		9.1372		2.7176
38	0.1632		0.2124		0.2307		0.1086		0.0202		0.0145		0.0874		0.0100		16.5158		12.9973		11.7220		4.2662
39	0.1623		0.2256		0.2327		0.1117		0.0218		0.0137		0.0855		0.0100		16.3056		12.2447		11.3640		4.3615
40	0.1625		0.2227		0.1811		0.0929		0.0164		0.0110		0.0609		0.0100		16.7533		13.7225		11.2542		3.9777
41	0.1616		0.2078		0.1945		0.0841		0.0234		0.0174		0.0696		0.0100		17.7912		12.0618		11.7231		3.4748
42	0.1603		0.2249		0.1804		0.0748		0.0203		0.0145		0.0708		0.0100		17.3946		12.8282		10.4743		4.5554
43	0.1594		0.2533		0.2372		0.1071		0.0124		0.0085		0.1092		0.0100		15.9425		11.5144		9.9984		4.0675
44	0.1578		0.2386		0.1670		0.0784		0.0116		0.0075		0.0696		0.0100		18.5824		13.3403		10.7661		4.0231
45	0.1571		0.2624		0.2752		0.1164		0.0213		0.0139		0.1236		0.0100		16.4953		12.7709		9.6869		3.2155
46	0.1573		0.2186		0.2745		0.1170		0.0148		0.0097		0.1330		0.0100		18.0289		15.3657		10.5087		5.2603
47	0.1567		0.4213		0.2940		0.1294		0.0204		0.0120		0.1322		0.0100		16.3661		13.0445		7.1241		2.9630
48	0.1571		0.2146		0.1394		0.0656		0.0139		0.0092		0.0507		0.0100		17.0768		11.1317		10.5942		5.0008
49	0.1561		0.3897		0.3343		0.1315		0.0201		0.0127		0.1700		0.0100		18.1303		13.7868		7.1250		3.1100
50	0.1447		0.1735		0.1416		0.0678		0.0158		0.0111		0.0470		0.0010		16.1595		11.9187		13.0620		5.6623
51	0.1434		0.1708		0.1538		0.0687		0.0172		0.0126		0.0552		0.0010		18.4425		13.5152		12.6240		5.7205
52	0.1428		0.1716		0.1406		0.0664		0.0148		0.0108		0.0486		0.0010		16.3572		11.9212		12.2770		5.1589
53	0.1427		0.1814		0.2032		0.0898		0.0217		0.0156		0.0761		0.0010		17.9280		13.7765		12.6096		5.8751
54	0.1429		0.1638		0.1101		0.0501		0.0122		0.0087		0.0391		0.0010		17.3445		12.5286		12.8857		5.2186
55	0.1418		0.1574		0.1319		0.0572		0.0166		0.0125		0.0455		0.0010		16.7442		12.8417		13.0340		5.6776
56	0.1418		0.1885		0.1947		0.0864		0.0214		0.0153		0.0715		0.0010		16.5941		13.8790		12.9701		4.7728
57	0.1423		0.1634		0.0999		0.0409		0.0147		0.0113		0.0330		0.0010		19.1504		13.9077		13.4285		5.1454
58	0.1419		0.1755		0.1376		0.0635		0.0134		0.0095		0.0513		0.0010		16.7428		13.2550		12.6413		4.7636
59	0.1416		0.1812		0.2559		0.1195		0.0186		0.0125		0.1052		0.0010		16.2341		11.9845		12.5464		5.0098
60	0.1415		0.1649		0.0804		0.0364		0.0081		0.0058		0.0301		0.0010		18.1463		14.8544		12.9407		4.9907
61	0.1418		0.1685		0.1024		0.0455		0.0125		0.0095		0.0349		0.0010		18.3237		12.4180		13.0635		4.8925
62	0.1412		0.1672		0.1218		0.0522		0.0147		0.0107		0.0442		0.0010		17.1830		13.4612		13.2210		5.3563
63	0.1406		0.1435		0.2327		0.0961		0.0231		0.0180		0.0955		0.0010		15.3400		11.8563		12.6800		5.0819
64	0.1411		0.1533		0.1683		0.0799		0.0181		0.0130		0.0573		0.0010		17.8134		13.6673		12.7065		5.4251
65	0.1411		0.1734		0.0858		0.0384		0.0089		0.0062		0.0323		0.0010		16.3409		13.5002		12.9748		5.1322
66	0.1403		0.1748		0.1279		0.0599		0.0144		0.0101		0.0435		0.0010		15.3920		12.0370		12.4796		5.3444
67	0.1404		0.1864		0.1598		0.0739		0.0149		0.0104		0.0606		0.0010		17.9919		14.5782		12.3240		5.2025
68	0.1395		0.1624		0.1504		0.0754		0.0120		0.0080		0.0551		0.0010		19.3452		14.6108		13.0766		4.8588
69	0.1407		0.1862		0.1734		0.0758		0.0186		0.0137		0.0653		0.0010		14.7586		10.7146		11.9108		5.3491
70	0.1402		0.1689		0.1827		0.0939		0.0159		0.0115		0.0614		0.0010		17.7948		11.4364		13.1078		4.7151
71	0.1401		0.1764		0.1571		0.0639		0.0170		0.0125		0.0636		0.0010		16.8531		13.3542		13.0220		4.8084
72	0.1412		0.1636		0.1134		0.0472		0.0125		0.0091		0.0446		0.0010		15.6209		11.7934		12.4789		6.2063
73	0.1397		0.1654		0.1394		0.0641		0.0148		0.0111		0.0493		0.0010		17.8287		13.2241		12.8583		5.3018
74	0.1393		0.1654		0.1414		0.0639		0.0144		0.0104		0.0527		0.0010		16.8022		13.3511		12.6037		5.5109
75	0.1394		0.1644		0.1242		0.0523		0.0157		0.0120		0.0441		0.0010		16.6894		13.1995		12.6597		5.8163
76	0.1387		0.1475		0.1861		0.0766		0.0210		0.0171		0.0714		0.0010		17.2858		13.3504		13.3989		4.9797
77	0.1394		0.1614		0.2179		0.0912		0.0247		0.0175		0.0845		0.0010		17.4307		12.6800		13.0800		5.0029
78	0.1393		0.1647		0.1855		0.0808		0.0193		0.0137		0.0717		0.0010		17.5015		14.9637		12.9467		4.8563
79	0.1386		0.1760		0.1358		0.0657		0.0106		0.0077		0.0517		0.0010		18.3326		13.1847		13.5411		4.8621
80	0.1389		0.1721		0.0842		0.0387		0.0086		0.0063		0.0306		0.0010		17.4076		13.1631		13.2840		4.9326
81	0.1388		0.1903		0.1992		0.0894		0.0200		0.0138		0.0760		0.0010		16.9403		13.2973		12.1490		5.2609
82	0.1381		0.1564		0.1492		0.0657		0.0165		0.0122		0.0547		0.0010		16.7112		11.7323		12.8966		5.4615
83	0.1387		0.1708		0.2522		0.0925		0.0267		0.0195		0.1135		0.0010		17.8276		12.7611		13.3889		4.7374
84	0.1389		0.1637		0.1683		0.0816		0.0144		0.0103		0.0620		0.0010		18.0425		12.9290		13.3322		4.9755
85	0.1385		0.1764		0.0909		0.0409		0.0116		0.0086		0.0298		0.0010		17.0673		12.5049		13.1221		5.0975
86	0.1389		0.1887		0.1490		0.0600		0.0174		0.0131		0.0585		0.0010		16.0086		12.8987		12.1541		5.1356
87	0.1381		0.1604		0.1127		0.0524		0.0120		0.0085		0.0397		0.0010		17.0930		13.2475		13.2596		4.6823
88	0.1372		0.1718		0.1187		0.0558		0.0143		0.0100		0.0386		0.0010		15.4652		13.1521		12.2119		5.6890
89	0.1380		0.1613		0.2254		0.1040		0.0287		0.0198		0.0729		0.0010		16.8003		12.0576		13.2949		5.2849
90	0.1367		0.1722		0.1346		0.0619		0.0169		0.0123		0.0436		0.0010		19.4948		12.8860		13.4388		5.2811
91	0.1382		0.1784		0.1625		0.0722		0.0203		0.0160		0.0539		0.0010		15.8665		13.2524		12.9038		5.2851
92	0.1383		0.1725		0.1285		0.0592		0.0136		0.0098		0.0458		0.0010		17.1386		14.2966		13.2772		5.0926
93	0.1381		0.1792		0.1134		0.0546		0.0113		0.0078		0.0398		0.0010		17.2106		13.5513		13.1782		5.1740
94	0.1375		0.2035		0.2239		0.0986		0.0250		0.0177		0.0826		0.0010		17.1159		11.7705		12.4865		5.2385
95	0.1374		0.1691		0.3065		0.1390		0.0268		0.0192		0.1216		0.0010		15.4761		12.0985		12.9448		5.1334
96	0.1374		0.1620		0.2457		0.1114		0.0204		0.0138		0.1002		0.0010		17.0101		13.1523		13.0219		5.0697
97	0.1368		0.1699		0.1402		0.0642		0.0166		0.0121		0.0472		0.0010		18.4161		14.1453		13.3535		4.5669
98	0.1375		0.1837		0.1016		0.0440		0.0107		0.0078		0.0391		0.0010		16.2999		12.9570		11.8404		4.7824
99	0.1374		0.1570		0.1848		0.0751		0.0229		0.0172		0.0695		0.0010		16.5596		12.7405		11.9156		6.3302
100	0.1354		0.1683		0.0860		0.0406		0.0094		0.0068		0.0292		0.0001		17.8621		12.8701		13.7760		5.2990
101	0.1356		0.1827		0.1635		0.0725		0.0223		0.0155		0.0532		0.0001		19.1513		15.1842		13.7039		5.0132
102	0.1344		0.1583		0.1574		0.0750		0.0170		0.0118		0.0536		0.0001		16.9110		14.2634		12.9317		5.3646
103	0.1349		0.1685		0.0722		0.0308		0.0102		0.0079		0.0233		0.0001		19.8843		14.8714		13.3919		5.6342
104	0.1351		0.1496		0.1190		0.0530		0.0157		0.0119		0.0383		0.0001		17.0435		13.3608		13.3795		5.7100
105	0.1348		0.1674		0.1322		0.0581		0.0170		0.0122		0.0449		0.0001		19.0878		14.7155		13.2824		5.5021
106	0.1351		0.1286		0.1706		0.0799		0.0187		0.0135		0.0585		0.0001		15.1327		12.6997		12.7301		5.5149
107	0.1342		0.1633		0.1234		0.0547		0.0136		0.0100		0.0451		0.0001		15.7228		12.5595		13.2950		5.6901
108	0.1348		0.1842		0.1304		0.0540		0.0170		0.0127		0.0468		0.0001		17.0396		12.2582		13.4281		5.0690
109	0.1357		0.1365		0.1393		0.0697		0.0118		0.0079		0.0500		0.0001		17.2709		10.5655		14.1276		4.5738
110	0.1346		0.1546		0.1197		0.0627		0.0086		0.0060		0.0424		0.0001		19.4657		13.3684		13.9009		4.9759
111	0.1352		0.1568		0.1753		0.0875		0.0184		0.0131		0.0563		0.0001		15.8150		10.8977		13.4506		5.3365
112	0.1352		0.1626		0.1172		0.0551		0.0097		0.0067		0.0457		0.0001		16.3379		12.7065		13.5321		5.5660
113	0.1344		0.1745		0.1541		0.0701		0.0181		0.0133		0.0527		0.0001		18.9996		13.4837		13.4758		5.2143
114	0.1350		0.1619		0.1124		0.0548		0.0103		0.0071		0.0403		0.0001		17.5580		13.2694		13.8910		5.0728
115	0.1353		0.1691		0.1401		0.0631		0.0140		0.0100		0.0530		0.0001		19.1781		14.2871		13.8553		4.9527
116	0.1348		0.1775		0.1002		0.0454		0.0115		0.0083		0.0351		0.0001		15.9923		13.2400		13.7562		5.4771
117	0.1351		0.1742		0.0887		0.0422		0.0104		0.0075		0.0287		0.0001		18.1001		13.7018		13.6857		5.1037
118	0.1347		0.1558		0.0938		0.0411		0.0123		0.0092		0.0313		0.0001		19.2405		13.5849		13.7390		5.4201
119	0.1347		0.1693		0.0814		0.0355		0.0102		0.0076		0.0280		0.0001		17.0714		12.4303		12.9893		5.3087
120	0.1347		0.1670		0.0945		0.0413		0.0141		0.0105		0.0287		0.0001		17.7063		12.1955		14.3436		4.6238
121	0.1349		0.1726		0.1251		0.0540		0.0148		0.0121		0.0441		0.0001		16.3616		12.7468		13.2671		5.3796
122	0.1343		0.1625		0.0822		0.0355		0.0099		0.0074		0.0294		0.0001		16.8645		14.6584		13.3212		5.4603
123	0.1348		0.1806		0.1717		0.0813		0.0168		0.0115		0.0621		0.0001		18.5403		13.9498		13.3984		5.1182
124	0.1342		0.1518		0.1024		0.0439		0.0146		0.0111		0.0327		0.0001		17.3795		10.6587		13.9105		5.1846
125	0.1343		0.1692		0.1521		0.0729		0.0128		0.0086		0.0577		0.0000		17.0522		11.4923		13.4991		5.9895
126	0.1340		0.1598		0.0776		0.0361		0.0068		0.0051		0.0297		0.0000		18.1943		13.9173		12.9740		6.1257
127	0.1346		0.1409		0.1688		0.0742		0.0139		0.0095		0.0711		0.0000		17.0115		12.7288		13.6273		5.2083
128	0.1339		0.1362		0.0916		0.0417		0.0113		0.0082		0.0303		0.0000		19.2217		12.9903		14.1851		5.0755
129	0.1340		0.1641		0.0815		0.0361		0.0108		0.0079		0.0267		0.0000		18.6420		12.9029		14.3199		4.8598
130	0.1335		0.1803		0.1301		0.0593		0.0134		0.0103		0.0470		0.0000		17.4994		13.5014		12.9606		5.6452
131	0.1347		0.1580		0.1340		0.0684		0.0092		0.0066		0.0499		0.0000		17.3687		13.2678		13.5008		5.3229
132	0.1336		0.1522		0.1136		0.0539		0.0129		0.0088		0.0380		0.0000		16.6051		13.2269		13.0383		5.4520
133	0.1337		0.1597		0.2233		0.0992		0.0254		0.0181		0.0806		0.0000		15.2160		11.1678		12.9756		5.2710
134	0.1343		0.1810		0.0852		0.0385		0.0105		0.0075		0.0287		0.0000		16.1445		12.2268		13.4058		5.1287
135	0.1341		0.1620		0.1190		0.0548		0.0108		0.0078		0.0456		0.0000		18.1307		13.8518		13.8878		5.1681
136	0.1348		0.1763		0.1688		0.0775		0.0138		0.0097		0.0679		0.0000		16.8624		13.6174		13.7045		5.3883
137	0.1353		0.1586		0.1100		0.0469		0.0126		0.0092		0.0413		0.0000		17.0850		12.6169		13.4591		5.2643
138	0.1339		0.1459		0.0977		0.0442		0.0109		0.0080		0.0346		0.0000		16.7284		14.6393		13.3921		5.3165
139	0.1339		0.1572		0.1445		0.0576		0.0198		0.0158		0.0514		0.0000		18.3738		13.1292		13.8546		5.6467
140	0.1347		0.1588		0.0860		0.0368		0.0120		0.0092		0.0280		0.0000		18.0210		13.3937		14.0876		5.1012
141	0.1346		0.1605		0.1256		0.0568		0.0114		0.0080		0.0494		0.0000		17.8450		14.3177		13.5462		5.8114
142	0.1339		0.1671		0.1869		0.0921		0.0152		0.0103		0.0694		0.0000		17.4212		12.9620		13.5308		4.9600
143	0.1345		0.1640		0.1852		0.0827		0.0120		0.0087		0.0818		0.0000		16.9149		12.7214		13.5546		5.3802
144	0.1330		0.1555		0.1531		0.0682		0.0116		0.0079		0.0654		0.0000		18.4057		13.9227		13.4003		5.8490
145	0.1340		0.1699		0.0969		0.0422		0.0118		0.0093		0.0336		0.0000		16.4836		11.0629		13.6764		5.3074
146	0.1341		0.1674		0.1672		0.0793		0.0171		0.0117		0.0591		0.0000		20.0786		15.2181		13.8287		5.2052
147	0.1333		0.1594		0.0788		0.0361		0.0093		0.0069		0.0265		0.0000		18.7371		13.8582		13.6166		5.5143
148	0.1335		0.1637		0.2104		0.0998		0.0189		0.0140		0.0776		0.0000		16.4015		11.6037		13.7951		5.3426
149	0.1336		0.1697		0.1490		0.0695		0.0142		0.0101		0.0551		0.0000		20.0651		14.9537		13.9462		5.5665
